LANDMARKS
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[0, 1, 0, 1, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 1]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-['BLANK', 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[1, 0, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-['BLANK', 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[1, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 1, 0, 0, 0]-
-[0, 0, 0, 0, 0]-
